GEOID,GEOCODE,STATE,CD116,SDELM,SDSEC,SDUNI,AREALAND,AREAWATR,BASENAME,NAME,POP100
5721600US550805820,550805820,55,8,,,5820,239427040,3815959,Green Bay Area School District,Green Bay Area School District,140769
5721600US550806450,550806450,55,8,,,6450,141042021,625838,Hilbert School District,Hilbert School District,3152
5721600US550806600,550806600,55,8,,,6600,278922190,2169788,Hortonville School District,Hortonville School District,22591
5721600US550806630,550806630,55,8,,,6630,138505522,425866,Howard-Suamico School District,Howard-Suamico School District,32385
5721600US550806840,550806840,55,8,,,6840,318269392,5748779,Iola-Scandinavia School District,Iola-Scandinavia School District (part),4456
5721600US550807290,550807290,55,8,,,7290,175998371,2475455,Kaukauna Area School District,Kaukauna Area School District,30318
5721600US550807410,550807410,55,8,,,7410,317055146,1287431,Kewaunee School District,Kewaunee School District (part),6578
5721600US550807440,550807440,55,8,,,7440,14366286,217406,Kiel Area School District,Kiel Area School District (part),603
5721600US550807470,550807470,55,8,,,7470,33569283,942122,Kimberly Area School District,Kimberly Area School District,24292
5721600US550807860,550807860,55,8,,,7860,228287622,17407,Lena School District,Lena School District,2654
5721600US550808160,550808160,55,8,,,8160,7005235,649063,Little Chute Area School District,Little Chute Area School District,8168
5721600US550808340,550808340,55,8,,,8340,446796346,35729,Luxemburg-Casco School District,Luxemburg-Casco School District,11435
5721600US550808550,550808550,55,8,,,8550,282278366,4822671,Manawa School District,Manawa School District,5147
5721600US550808700,550808700,55,8,,,8700,251062258,5407315,Marinette School District,Marinette School District,15559
5721600US550808730,550808730,55,8,,,8730,326789850,3084900,Marion School District,Marion School District,4051
5721600US550809030,550809030,55,8,,,9030,696813,0,Menasha School District,Menasha School District (part),860
5721600US550809070,550809070,55,8,,,9070,932500335,19027327,Menominee Indian School District,Menominee Indian School District,4522
5721600US550810320,550810320,55,8,,,10320,59526214,137585,Neenah School District,Neenah School District (part),3487
5721600US550810530,550810530,55,8,,,10530,116510190,207911,New Holstein School District,New Holstein School District (part),4953
5721600US550810590,550810590,55,8,,,10590,388472030,8469395,New London School District,New London School District (part),16036
5721600US550810680,550810680,55,8,,,10680,181105329,3693052,Niagara School District,Niagara School District,2454
5721600US550810920,550810920,55,8,,,10920,255323927,1899902,Oconto School District,Oconto School District,7469
5721600US550810950,550810950,55,8,,,10950,466074665,7829590,Oconto Falls School District,Oconto Falls School District,11169
5721600US550810980,550810980,55,8,,,10980,3490945,686122,Omro School District,Omro School District (part),131
5721600US550811550,550811550,55,8,,,11550,567134600,7811101,Beecher-Dunbar-Pembine School District,Beecher-Dunbar-Pembine School District,2268
5721600US550811610,550811610,55,8,,,11610,217388878,3716953,Peshtigo School District,Peshtigo School District,6284
5721600US550812330,550812330,55,8,,,12330,476150026,422136,Pulaski Community School District,Pulaski Community School District,23609
5721600US550812690,550812690,55,8,,,12690,34168784,126884,Reedsville School District,Reedsville School District (part),594
5721600US550813140,550813140,55,8,,,13140,49289699,110148,Rosholt School District,Rosholt School District (part),190
5721600US550813500,550813500,55,8,,,13500,301706217,378056770,Sevastopol School District,Sevastopol School District,5302
5721600US550813530,550813530,55,8,,,13530,433697620,516967,Seymour Community School District,Seymour Community School District,12849
5721600US550813620,550813620,55,8,,,13620,401913435,29073426,Shawano School District,Shawano School District,17217
5721600US550813770,550813770,55,8,,,13770,275243775,6182271,Shiocton School District,Shiocton School District,4245
5721600US550814130,550814130,55,8,,,14130,508298141,356053734,Southern Door County School District,Southern Door County School District,8147
5721600US550814520,550814520,55,8,,,14520,70896328,141779,Stockbridge School District,Stockbridge School District,1750
5721600US550814610,550814610,55,8,,,14610,20712176,4273738,Sturgeon Bay School District,Sturgeon Bay School District,9030
5721600US550814700,550814700,55,8,,,14700,771430559,14266351,Suring School District,Suring School District,4184
5721600US550814880,550814880,55,8,,,14880,250628033,270453,Tigerton School District,Tigerton School District,1867
5721600US550815390,550815390,55,8,,,15390,349775354,15413571,Wabeno Area School District,Wabeno Area School District (part),2085
5721600US550815570,550815570,55,8,,,15570,65994275,239932699,Washington School District,Washington School District,777
5721600US550815840,550815840,55,8,,,15840,340829728,8992857,Waupaca School District,Waupaca School District (part),15045
5721600US550815930,550815930,55,8,,,15930,1074212523,17094251,Wausaukee School District,Wausaukee School District,4114
5721600US550816320,550816320,55,8,,,16320,120431209,2858636,West De Pere School District,West De Pere School District,25068
5721600US550816500,550816500,55,8,,,16500,222793455,15203878,Weyauwega-Fremont School District,Weyauwega-Fremont School District (part),5155
5721600US550816710,550816710,55,8,,,16710,5456505,8668,Wild Rose School District,Wild Rose School District (part),41
5721600US550816830,550816830,55,8,,,16830,175960049,21430422,Winneconne Community School District,Winneconne Community School District (part),7889
5721600US550817100,550817100,55,8,,,17100,289618870,316471,Wittenberg-Birnamwood School District,Wittenberg-Birnamwood School District (part),4024
5721600US550817190,550817190,55,8,,,17190,206664908,1960802,Wrightstown Community School District,Wrightstown Community School District,7558
5721600US550899997,550899997,55,8,,,99997,561969,6072456352,School District Not Defined,School District Not Defined (part),0
